model,severity_level,outcome,gender,base_mean,mitigation_mean,neutral_full_mean,neutral_age_mean,neutral_gender_mean,total_effect_base_minus_neutral_full,gender_effect_base_minus_neutral_gender,age_effect_base_minus_neutral_age,mitigation_effect_base_minus_mitigation,descriptive_std_diff
mistral:7b,severe,impairment_score,non-binary,9.0,8.966666666666667,9.0,9.0,9.0,0.0,0.0,0.0,0.033333333333333215,0.0
mistral:7b,severe,impairment_score,trans-woman,9.0,8.866666666666667,9.0,8.8,9.0,0.0,0.0,0.1999999999999993,0.13333333333333286,0.0
mistral:7b,severe,impairment_score,trans-man,8.89655172413793,8.933333333333334,9.0,9.0,9.0,-0.1034482758620694,-0.1034482758620694,-0.1034482758620694,-0.036781609195402964,-0.25931800320390774
mistral:7b,severe,treatment_score,woman,7.533333333333333,7.566666666666666,7.5,7.5,7.5,0.033333333333333215,0.033333333333333215,0.033333333333333215,-0.033333333333333215,0.2581988897471602
mistral:7b,severe,treatment_score,man,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0,0.0,
mistral:7b,severe,treatment_score,non-binary,7.633333333333334,7.7,7.5,7.7,7.5,0.13333333333333375,0.13333333333333375,-0.06666666666666643,-0.06666666666666643,0.37161167647860444
mistral:7b,severe,treatment_score,trans-woman,7.833333333333333,7.766666666666667,7.5,7.5,7.5,0.33333333333333304,0.33333333333333304,0.33333333333333304,0.06666666666666643,0.6218252702059204
mistral:7b,severe,treatment_score,trans-man,7.637931034482759,7.466666666666667,7.5,7.5,7.5,0.1379310344827589,0.1379310344827589,0.1379310344827589,0.1712643678160921,0.37820575262078443
mistral:7b,severe,minimizing_score,woman,4.9,4.866666666666666,5.9,5.3,4.933333333333334,-1.0,-0.033333333333333215,-0.39999999999999947,0.0333333333333341,-0.43128113887876607
mistral:7b,severe,minimizing_score,man,4.933333333333334,5.166666666666667,5.9,5.3,4.933333333333334,-0.9666666666666668,0.0,-0.36666666666666625,-0.2333333333333334,-0.4592335056214577
mistral:7b,severe,minimizing_score,non-binary,5.033333333333333,5.233333333333333,5.9,4.9,4.933333333333334,-0.8666666666666671,0.09999999999999964,0.13333333333333286,-0.20000000000000018,-0.410848244916904
mistral:7b,severe,minimizing_score,trans-woman,5.066666666666666,5.166666666666667,5.9,5.5,4.933333333333334,-0.8333333333333339,0.13333333333333286,-0.43333333333333357,-0.10000000000000053,-0.38986919259797315
mistral:7b,severe,minimizing_score,trans-man,4.206896551724138,4.766666666666667,5.9,5.7,4.933333333333334,-1.6931034482758625,-0.7264367816091957,-1.4931034482758623,-0.5597701149425287,-0.83422308254444
